row_index,inquiry,segment,city,language_name,text,reference_audio,synth_audio,ground_truth_copy,transcription,model_config,model_checkpoint,model_info
31,NURC_RE_DID_045,NURC_RE_DID_045_Inf-ue_361_1061.65_1067.382.wav,recife,recife,eu vi como é que o aluno realmente entra na universidade o que que ele espera encontrar,/workspace/data/data/inference_data/NURC_RE_DID_045_Inf-ue_361_1061.65_1067.382.wav,/workspace/data/data/inference_results/NURC_RE_DID_045_Inf-ue_361_1061.65_1067.382-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/NURC_RE_DID_045_Inf-ue_361_1061.65_1067.382-gt.wav,/workspace/data/data/inference_results/NURC_RE_DID_045_Inf-ue_361_1061.65_1067.382-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
32,NURC_RE_DID_045,NURC_RE_DID_045_Inf-ue_359_1055.292_1060.949.wav,recife,recife,a gente vai esclarecer a eles muita coisa e com isso é que eu vou responder a pergunta que ela fez,/workspace/data/data/inference_data/NURC_RE_DID_045_Inf-ue_359_1055.292_1060.949.wav,/workspace/data/data/inference_results/NURC_RE_DID_045_Inf-ue_359_1055.292_1060.949-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/NURC_RE_DID_045_Inf-ue_359_1055.292_1060.949-gt.wav,/workspace/data/data/inference_results/NURC_RE_DID_045_Inf-ue_359_1055.292_1060.949-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
33,NURC_RE_DID_045,NURC_RE_DID_045_Inf-ue_209_582.801_588.421.wav,recife,recife,terminam absorvidos pelas elites todinhas e então os serviços que são feitos pra atender a todo mundo,/workspace/data/data/inference_data/NURC_RE_DID_045_Inf-ue_209_582.801_588.421.wav,/workspace/data/data/inference_results/NURC_RE_DID_045_Inf-ue_209_582.801_588.421-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/NURC_RE_DID_045_Inf-ue_209_582.801_588.421-gt.wav,/workspace/data/data/inference_results/NURC_RE_DID_045_Inf-ue_209_582.801_588.421-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
34,NURC_RE_DID_045,NURC_RE_DID_045_Inf-ue_743_2348.842_2354.073.wav,recife,recife,não como prestação de serviço porque prestação de serviço quem presta são as agências de desenvolvimento de serviço,/workspace/data/data/inference_data/NURC_RE_DID_045_Inf-ue_743_2348.842_2354.073.wav,/workspace/data/data/inference_results/NURC_RE_DID_045_Inf-ue_743_2348.842_2354.073-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/NURC_RE_DID_045_Inf-ue_743_2348.842_2354.073-gt.wav,/workspace/data/data/inference_results/NURC_RE_DID_045_Inf-ue_743_2348.842_2354.073-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
35,NURC_RE_DID_058,NURC_RE_DID_058_Inf-ue_354_942.346_948.182.wav,recife,recife,pessoal aproveita a semana santa pra sair da cidade você liga o rádio é tudo a mesma coisa,/workspace/data/data/inference_data/NURC_RE_DID_058_Inf-ue_354_942.346_948.182.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_354_942.346_948.182-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_354_942.346_948.182-gt.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_354_942.346_948.182-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
36,NURC_RE_DID_058,NURC_RE_DID_058_Inf-ue_706_1905.163_1910.824.wav,recife,recife,mas não sei se atualmente elas estão funcionando eu estive lá a tarde há pouco com o menino,/workspace/data/data/inference_data/NURC_RE_DID_058_Inf-ue_706_1905.163_1910.824.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_706_1905.163_1910.824-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_706_1905.163_1910.824-gt.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_706_1905.163_1910.824-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
37,NURC_RE_DID_058,NURC_RE_DID_058_Inf-ue_433_1146.74_1151.868.wav,recife,recife,pra você tirar fotografia e cada fotografia linda foca nas naquelas pedras,/workspace/data/data/inference_data/NURC_RE_DID_058_Inf-ue_433_1146.74_1151.868.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_433_1146.74_1151.868-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_433_1146.74_1151.868-gt.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_433_1146.74_1151.868-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
38,NURC_RE_DID_058,NURC_RE_DID_058_Inf-ue_344_917.229_921.99.wav,recife,recife,na semana santa por exemplo você ligava o rádio e só ouvia musicas fúnebres,/workspace/data/data/inference_data/NURC_RE_DID_058_Inf-ue_344_917.229_921.99.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_344_917.229_921.99-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_344_917.229_921.99-gt.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_344_917.229_921.99-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
39,NURC_RE_DID_058,NURC_RE_DID_058_Inf-ue_516_1390.864_1394.681.wav,recife,recife,mas geralmente elas têm saída você sempre chega em algum lugar,/workspace/data/data/inference_data/NURC_RE_DID_058_Inf-ue_516_1390.864_1394.681.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_516_1390.864_1394.681-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_516_1390.864_1394.681-gt.wav,/workspace/data/data/inference_results/NURC_RE_DID_058_Inf-ue_516_1390.864_1394.681-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
40,SP_DID_014,SP_DID_014_SPEAKER_0_101_913.563_922.666.wav,sao_paulo,sao_paulo,agora que estão se localizando umas primeiras famílias japonesas mas eu tive a oportunidade de ver no hotel que a gente ainda come aquele tomate selvagem tomate pequenininho tudo isso quer dizer,/workspace/data/data/inference_data/SP_DID_014_SPEAKER_0_101_913.563_922.666.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_101_913.563_922.666-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_101_913.563_922.666-gt.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_101_913.563_922.666-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
41,SP_DID_014,SP_DID_014_SPEAKER_0_81_755.33_762.993.wav,sao_paulo,sao_paulo,então a parte de hospedagem também é precaríssima e e se descuidar a pessoa fica ao relento,/workspace/data/data/inference_data/SP_DID_014_SPEAKER_0_81_755.33_762.993.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_81_755.33_762.993-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_81_755.33_762.993-gt.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_81_755.33_762.993-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
42,SP_DID_014,SP_DID_014_SPEAKER_0_111_991.48_996.303.wav,sao_paulo,sao_paulo,e só se encontra quase praticamente peixe vivo que ainda esteja se movimentando,/workspace/data/data/inference_data/SP_DID_014_SPEAKER_0_111_991.48_996.303.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_111_991.48_996.303-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_111_991.48_996.303-gt.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_111_991.48_996.303-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
43,SP_DID_014,SP_DID_014_SPEAKER_0_147_1290.022_1294.402.wav,sao_paulo,sao_paulo,então todos os quartos têm as camas e têm as redes,/workspace/data/data/inference_data/SP_DID_014_SPEAKER_0_147_1290.022_1294.402.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_147_1290.022_1294.402-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_147_1290.022_1294.402-gt.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_147_1290.022_1294.402-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
44,SP_DID_014,SP_DID_014_SPEAKER_0_198_1705.672_1709.652.wav,sao_paulo,sao_paulo,essas quantidades atendiam as necessidades de anos anteriores locais,/workspace/data/data/inference_data/SP_DID_014_SPEAKER_0_198_1705.672_1709.652.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_198_1705.672_1709.652-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_198_1705.672_1709.652-gt.wav,/workspace/data/data/inference_results/SP_DID_014_SPEAKER_0_198_1705.672_1709.652-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
45,SP_DID_023,SP_DID_023_SPEAKER_1_266_993.703_1002.369.wav,sao_paulo,sao_paulo,e foram alterados depois para eletricidade e tinham um sistema de pesos então eles eram lustres pesadíssimos mas pelo sistema de pesos podia baixar e levantar os lustres com um dedo quase,/workspace/data/data/inference_data/SP_DID_023_SPEAKER_1_266_993.703_1002.369.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_266_993.703_1002.369-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_266_993.703_1002.369-gt.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_266_993.703_1002.369-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
46,SP_DID_023,SP_DID_023_SPEAKER_1_583_2210.205_2218.395.wav,sao_paulo,sao_paulo,em frente a essa garagem era a lavanderia do lado esquerdo tinha um poço que não era usado,/workspace/data/data/inference_data/SP_DID_023_SPEAKER_1_583_2210.205_2218.395.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_583_2210.205_2218.395-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_583_2210.205_2218.395-gt.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_583_2210.205_2218.395-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
47,SP_DID_023,SP_DID_023_SPEAKER_1_50_77.882_84.826.wav,sao_paulo,sao_paulo,o quintal da casa de vovó era muito grande tinha mais ou menos quatro mil metros quadrados de terreno,/workspace/data/data/inference_data/SP_DID_023_SPEAKER_1_50_77.882_84.826.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_50_77.882_84.826-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_50_77.882_84.826-gt.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_50_77.882_84.826-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
48,SP_DID_023,SP_DID_023_SPEAKER_1_119_424.66_430.482.wav,sao_paulo,sao_paulo,então ela convocava a molecada da vizinhança e distribuía presentes no na véspera de natal,/workspace/data/data/inference_data/SP_DID_023_SPEAKER_1_119_424.66_430.482.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_119_424.66_430.482-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_119_424.66_430.482-gt.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_119_424.66_430.482-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
49,SP_DID_023,SP_DID_023_SPEAKER_1_614_2369.855_2375.375.wav,sao_paulo,sao_paulo,depois passando aquela entrada de novo tinha o terreno que dava pra roção do centro de paulo,/workspace/data/data/inference_data/SP_DID_023_SPEAKER_1_614_2369.855_2375.375.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_614_2369.855_2375.375-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_614_2369.855_2375.375-gt.wav,/workspace/data/data/inference_results/SP_DID_023_SPEAKER_1_614_2369.855_2375.375-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
50,SP_DID_027,SP_DID_027_SPEAKER_1_310_2262.312_2269.372.wav,sao_paulo,sao_paulo,é chato cesárea não gosto e você fica acabada,/workspace/data/data/inference_data/SP_DID_027_SPEAKER_1_310_2262.312_2269.372.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_310_2262.312_2269.372-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_310_2262.312_2269.372-gt.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_310_2262.312_2269.372-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
51,SP_DID_027,SP_DID_027_SPEAKER_1_226_1605.482_1612.242.wav,sao_paulo,sao_paulo,não chega a ter cinquenta mas quase cinquenta de fundo e era a casa onde a gente morava quando era pequeno né,/workspace/data/data/inference_data/SP_DID_027_SPEAKER_1_226_1605.482_1612.242.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_226_1605.482_1612.242-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_226_1605.482_1612.242-gt.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_226_1605.482_1612.242-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
52,SP_DID_027,SP_DID_027_SPEAKER_1_357_2567.552_2573.332.wav,sao_paulo,sao_paulo,e depois ele começa a ganhar maior desenvolvimento motor,/workspace/data/data/inference_data/SP_DID_027_SPEAKER_1_357_2567.552_2573.332.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_357_2567.552_2573.332-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_357_2567.552_2573.332-gt.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_357_2567.552_2573.332-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
53,SP_DID_027,SP_DID_027_SPEAKER_1_89_491.362_496.903.wav,sao_paulo,sao_paulo,e tem as duas caminhas dele e depois tem uma estante também no chão onde eles põem os brinquedos,/workspace/data/data/inference_data/SP_DID_027_SPEAKER_1_89_491.362_496.903.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_89_491.362_496.903-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_89_491.362_496.903-gt.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_89_491.362_496.903-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
54,SP_DID_027,SP_DID_027_SPEAKER_1_334_2439.912_2444.102.wav,sao_paulo,sao_paulo,esse meu filho por exemplo segundo é ao contrário do outro,/workspace/data/data/inference_data/SP_DID_027_SPEAKER_1_334_2439.912_2444.102.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_334_2439.912_2444.102-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_334_2439.912_2444.102-gt.wav,/workspace/data/data/inference_results/SP_DID_027_SPEAKER_1_334_2439.912_2444.102-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
55,SP_DID_031,SP_DID_031_SPEAKER_1_272_1252.513_1260.983.wav,sao_paulo,sao_paulo,você passa eles te revistam depois você entra passa por uma por um portão central que ainda é um corredor no fim desse corredor tem o a grade final,/workspace/data/data/inference_data/SP_DID_031_SPEAKER_1_272_1252.513_1260.983.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_272_1252.513_1260.983-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_272_1252.513_1260.983-gt.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_272_1252.513_1260.983-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
56,SP_DID_031,SP_DID_031_SPEAKER_1_444_2099.883_2108.063.wav,sao_paulo,sao_paulo,então esse chefe de trem é o que fica passeando ci circulando e verificando a ordem verificando se as pessoas estão dormindo se alguém precisa de alguma coisa,/workspace/data/data/inference_data/SP_DID_031_SPEAKER_1_444_2099.883_2108.063.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_444_2099.883_2108.063-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_444_2099.883_2108.063-gt.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_444_2099.883_2108.063-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
57,SP_DID_031,SP_DID_031_SPEAKER_1_435_2024.253_2030.273.wav,sao_paulo,sao_paulo,parece que os vagões que ficam na parte traseira do trem jogam mais com o efeito das curvas do trem,/workspace/data/data/inference_data/SP_DID_031_SPEAKER_1_435_2024.253_2030.273.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_435_2024.253_2030.273-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_435_2024.253_2030.273-gt.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_435_2024.253_2030.273-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
58,SP_DID_031,SP_DID_031_SPEAKER_1_375_1743.703_1749.663.wav,sao_paulo,sao_paulo,por exemplo lisboa madri se você for viajar de trem você leva vinte horas viajando,/workspace/data/data/inference_data/SP_DID_031_SPEAKER_1_375_1743.703_1749.663.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_375_1743.703_1749.663-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_375_1743.703_1749.663-gt.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_375_1743.703_1749.663-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
59,SP_DID_031,SP_DID_031_SPEAKER_1_299_1382.983_1388.363.wav,sao_paulo,sao_paulo,acontece que como não havia espaço para que aquelas poltronas fossem grandes eles fizeram três poltronas pequenas,/workspace/data/data/inference_data/SP_DID_031_SPEAKER_1_299_1382.983_1388.363.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_299_1382.983_1388.363-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_299_1382.983_1388.363-gt.wav,/workspace/data/data/inference_results/SP_DID_031_SPEAKER_1_299_1382.983_1388.363-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
60,SP_DID_052,SP_DID_052_SPEAKER_1_441_2243.219_2253.699.wav,sao_paulo,sao_paulo,então na época certa que deve coincidir com algum rio que desemboca em algum lugar que provoca algum degelo alguma coisa então aparecem essas águas misteriosas que depois somem outra vez na areia,/workspace/data/data/inference_data/SP_DID_052_SPEAKER_1_441_2243.219_2253.699.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_441_2243.219_2253.699-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_441_2243.219_2253.699-gt.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_441_2243.219_2253.699-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
61,SP_DID_052,SP_DID_052_SPEAKER_1_464_2349.529_2357.309.wav,sao_paulo,sao_paulo,e na europa não como tem essa disposição bem nítida de de estação você tem a impressão que até o seu organismo se beneficia,/workspace/data/data/inference_data/SP_DID_052_SPEAKER_1_464_2349.529_2357.309.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_464_2349.529_2357.309-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_464_2349.529_2357.309-gt.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_464_2349.529_2357.309-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
